domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,keep_override,trademark_flag
galerieprivee.com,dynadot,foreign-language,french,com,13,2026-11-16,afternic,1307,2026-09-02,direct,,,,,10000,min_offer,,,
gameadvertising.uk,nominet,web-digital,marketing,uk,15,2028-10,,,,,,,,,,,,,
gamedesign.uk,nominet,web-digital,design,uk,10,2028-10,,,,,,,,,10000,min_offer,1500,,
gamerooms.co.uk,nominet,sports-leisure,gaming,co.uk,9,2028-08,,,,,,,,,,,,,
gamesdesign.co.uk,nominet,web-digital,design,co.uk,11,2028-10,,,,,,,,,50000,min_offer,1500,,
gamesdesign.uk,nominet,web-digital,design,uk,11,2028-10,,,,,,,,,10000,min_offer,1500,,
gameslink.com,porkbun,sports-leisure,gaming,com,9,2027-11-06,none,,,,,,,,,,,,
gapanalysis.uk,nominet,business-services,general,uk,11,2028-10,,,,,,,,,10000,min_offer,,,
garagetools.co.uk,nominet,home-garden,tools-diy,co.uk,11,2027-02,,,,,,,,,,,,,
garden-furniture.uk,dynadot,home-garden,garden,uk,16,2027-07-07,afternic,882,2026-09-02,direct,,,,,10000,min_offer,1000,,
garden-tools.uk,nominet,home-garden,garden,uk,12,2029-08,,,,,,,,,10000,min_offer,1000,,
gardenhandtools.com,dynadot,home-garden,garden,com,15,2027-06-26,afternic,1493,2026-09-02,direct,,afternic,25000,2026-09-03,,buy_now,1000,,
gardenheating.co.uk,nominet,home-garden,heating-plumbing,co.uk,13,2028-11,,,,,,,,,,,1000,,
gardenheating.uk,nominet,home-garden,heating-plumbing,uk,13,2028-11,,,,,,,,,,,1000,,
gardening-supplies.co.uk,nominet,home-garden,garden,co.uk,18,2028-03,,,,,,,,,50000,min_offer,1000,,
gardening-tools.net,porkbun,home-garden,garden,net,15,2027-03-02,afternic,197,2026-09-03,direct,,,,,30000,min_offer,1000,,
gardeningequipment.uk,nominet,home-garden,garden,uk,18,2028-10,,,,,,,,,50000,min_offer,1998,,
gardens.co.uk,nominet,home-garden,garden,co.uk,7,2029-08,,,,,,,,,,,1000,,
gardens.uk,nominet,home-garden,garden,uk,7,2028-08,,,,,,,,,,,1000,,
gardentools.co.uk,nominet,home-garden,garden,co.uk,11,2028-07,,,,,,,,,50000,min_offer,1000,,
gardentools.uk,nominet,home-garden,garden,uk,11,2028-06,,,,,,,,,,,1000,,
gardentractor.uk,nominet,home-garden,garden,uk,13,2028-09,,,,,,,,,10000,min_offer,1000,,
gas-stoves.co.uk,nominet,home-garden,heating-plumbing,co.uk,10,2027-10,,,,,,,,,,,,,
gasbarbecues.uk,nominet,home-garden,garden,uk,12,2028-11,,,,,,,,,,,,,
gasbbqs.uk,nominet,home-garden,garden,uk,7,2028-11,,,,,,,,,,,,,
gasmembranes.co.uk,nominet,industrial-equipment,materials,co.uk,12,2028-03,,,,,,,,,,,,,
gasrefills.co.uk,nominet,energy-utilities,gas,co.uk,10,2030-12,,,,,,,,,,,,,
gaswholesalers.com,dynadot,energy-utilities,gas,com,14,2027-08-25,cloudflare,2695,2026-09-02,direct,,afternic,25000,2026-09-03,,buy_now,,live-site,
gebouwd.com,porkbun,foreign-language,dutch,com,7,2027-08-03,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
geld-investeren.com,porkbun,financial,investing,com,15,2027-08-26,afternic,664,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,3500,,
geldexperten.com,dynadot,financial,general,com,12,2027-09-17,afternic,1303,2026-09-02,direct,,,,,10000,min_offer,,,
geldinvestieren.com,porkbun,financial,investing,com,15,2027-07-01,afternic,5630,2026-09-03,direct,,,,,12000,min_offer,3500,,
generativeart.co.uk,nominet,ai-tech,ai,co.uk,13,2027-10,,,,,,,,,10000,min_offer,,,
generativeart.uk,nominet,ai-tech,ai,uk,13,2027-10,,,,,,,,,10000,min_offer,,,
generatorcentre.co.uk,nominet,energy-utilities,power,co.uk,15,2028-01,,,,,,,,,,,,,
generatorhire.uk,nominet,energy-utilities,power,uk,13,2028-03,,,,,,,,,,,2000,,
genitalbeads.com,dynadot,consumer-products,adult,com,12,2027-06-09,afternic,3661,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,
geometrichomes.com,porkbun,property,general,com,14,2028-02-13,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
german-suv.com,spaceship,automotive,general,com,10,2027-07-16,afternic,,,,,,,,,,,,
german-suvs.com,spaceship,automotive,general,com,11,2027-07-16,afternic,,,,,,,,,,,,
germansuv.com,spaceship,automotive,general,com,9,2027-07-16,afternic,,,,,,,,,,,,
germansuvs.com,spaceship,automotive,general,com,10,2027-07-16,afternic,,,,,,,,,,,,
getswimmingpool.com,spaceship,home-garden,pools-spas,com,15,2027-07-14,afternic,392,2026-09-03,direct,,,,,,,,,
giftcatalogues.com,dynadot,consumer-products,gifts,com,14,2026-09-26,afternic,5373,2026-09-02,direct,,,,,10000,min_offer,,,
giftfinder.uk,nominet,consumer-products,gifts,uk,10,2028-09,,,,,,,,,10000,min_offer,,,
gifthamper.net,porkbun,consumer-products,gifts,net,10,2027-07-20,afternic,,,,,,,,30000,min_offer,,,
giftscardspresents.com,dynadot,consumer-products,gifts,com,18,2026-11-08,afternic,796,2026-09-02,direct,,,,,10000,min_offer,,,
giftschristmas.co.uk,nominet,consumer-products,gifts,co.uk,14,2028-12,,,,,,,,,,,,,
giftsxmas.co.uk,nominet,consumer-products,gifts,co.uk,9,2028-12,,,,,,,,,,,,,
giftxmas.com,dynadot,consumer-products,gifts,com,8,2026-11-10,afternic,5527,2026-09-02,direct,,,,,10000,min_offer,,,
girlsbicycles.uk,nominet,sports-leisure,cycling,uk,13,2028-10,,,,,,,,,,,,,
girlsholidays.co.uk,nominet,travel,general,co.uk,13,2028-06,,,,,,,,,10000,min_offer,,,
girlsholidays.com,porkbun,travel,general,com,13,2027-07-12,afternic,,,,,,,,10000,min_offer,,,
girlsvolleyball.co.uk,porkbun,sports-leisure,general,co.uk,15,2027-07-21,other,,,,,,,,,,,,
girlsvolleyball.uk,porkbun,sports-leisure,general,uk,15,2027-07-21,other,,,,,,,,,,,,
girly.co.uk,nominet,generic-word,general,co.uk,5,2028-04,,,,,,,,,10000,min_offer,,,
gjerder.com,porkbun,home-garden,garden,com,7,2027-08-19,afternic,1100,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
gjw.uk,nominet,brandable-short,3-char,uk,3,2028-12,,,,,,,,,,,,,
glamping-pod.com,spaceship,travel,accommodation,com,12,2027-05-12,atom,,,,,,,,,,,,
glass-extensions.com,dynadot,home-garden,kitchens-extensions,com,16,2027-05-22,atom,1752,2026-09-02,direct,,,,,,,,,
glass-roofs.com,porkbun,home-garden,windows-doors,com,11,2028-05-31,afternic,6641,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
glasscoffeetable.uk,nominet,food-drink,general,uk,16,2028-10,,,,,,,,,,,1288,,
glassofficepartitioning.com,spaceship,home-garden,windows-doors,com,23,2027-05-14,atom,,,,,,,,,,,,
glassporches.uk,nominet,home-garden,windows-doors,uk,12,2028-09,,,,,,,,,10000,min_offer,,,
glazingfilms.com,porkbun,home-garden,windows-doors,com,12,2027-08-31,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
glijbanen.com,porkbun,consumer-products,kids-baby,com,9,2027-10-02,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
glop.co.uk,nominet,brandable-short,4-char,co.uk,4,2027-10,,,,,,,,,50000,min_offer,,,
gluestore.com,dynadot,consumer-products,retail,com,9,2027-01-10,afternic,9639,2026-09-02,direct,,,,,12000,min_offer,,,
goldbrocade.com,dynadot,consumer-products,clothing-fashion,com,11,2027-01-25,afternic,5944,2026-09-02,direct,,,,,10000,min_offer,,,
goldmines.co.uk,nominet,financial,investing,co.uk,9,2027-01,,,,,,,,,50000,min_offer,,,
goldpaint.co.uk,nominet,consumer-products,art-craft,co.uk,9,2027-01,,,,,,,,,50000,min_offer,,,
goldwerte.com,porkbun,financial,investing,com,9,2027-06-16,afternic,1874,2026-09-03,direct,,,,,12000,min_offer,,,
golf-range.com,dynadot,sports-leisure,general,com,10,2027-08-08,atom,5904,2026-09-02,direct,,,,,,,2000,,
golfanalysis.co.uk,nominet,sports-leisure,golf,co.uk,12,2028-08,,,,,,,,,,,2000,,
golfclubsforsale.co.uk,nominet,sports-leisure,golf,co.uk,16,2028-06,,,,,,,,,,,2000,,
golfgames.co.uk,nominet,sports-leisure,golf,co.uk,9,2028-08,,,,,,,,,,,2000,,
golfputters.co.uk,nominet,sports-leisure,golf,co.uk,11,2028-09,,,,,,,,,,,2000,,
golfsimhire.co.uk,nominet,sports-leisure,golf,co.uk,11,2028-04,,,,,,,,,,,2000,,
golfsimhire.com,porkbun,sports-leisure,golf,com,11,2028-04-24,afternic,,,,,afternic,25000,2026-09-03,,buy_now,2000,,
goodsvehicles.com,porkbun,automotive,general,com,13,2027-09-02,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
gootsteen.com,porkbun,home-garden,heating-plumbing,com,9,2027-09-15,afternic,,,,,,,,10000,min_offer,,,
gourmet-chocolates.com,porkbun,food-drink,general,com,18,2026-11-25,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
gourmethampers.net,porkbun,consumer-products,gifts,net,14,2027-07-20,afternic,,,,,,,,30000,min_offer,,,
goworldcruise.com,spaceship,travel,general,com,13,2027-07-14,afternic,,,,,,,,,,,,
grab-hire.co.uk,nominet,business-services,jobs-hire,co.uk,9,2027-05,,,,,,,,,,,2000,,
grafischdesign.com,porkbun,web-digital,design,com,14,2027-10-18,afternic,,,,,,,,,,1500,,
grand-pianos.com,porkbun,music,instruments,com,12,2027-07-09,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
grannyannexes.com,porkbun,home-garden,kitchens-extensions,com,13,2027-09-30,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
grass-mats.com,porkbun,home-garden,garden,com,10,2026-12-09,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
grass-matting.com,porkbun,home-garden,garden,com,13,2026-12-09,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
grass-protection-mats.com,porkbun,home-garden,garden,com,21,2026-12-09,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
grassparkingmats.com,porkbun,home-garden,garden,com,16,2026-12-09,afternic,,,,,afternic,4999,2026-09-03,,buy_now,888,,
graveldrives.com,porkbun,home-garden,driveways-ground,com,12,2028-04-30,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
greatgiftsforcats.com,dynadot,consumer-products,gifts,com,17,2026-10-26,afternic,412,2026-09-02,direct,,,,,10000,min_offer,,,
greatgiftsfordogs.com,dynadot,consumer-products,gifts,com,17,2026-10-26,afternic,1558,2026-09-02,direct,,,,,10000,min_offer,,,
greenpowerjuicers.com,dynadot,consumer-products,appliances,com,17,2026-11-02,afternic,319,2026-09-02,direct,,,,,10000,min_offer,,,
grit-spreaders.com,porkbun,industrial-equipment,groundcare,com,14,2026-12-18,afternic,,,,,,,,20000,min_offer,,,
ground-mesh.com,porkbun,home-garden,driveways-ground,com,11,2026-12-09,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
ground-protection-mats.com,porkbun,home-garden,furnishings,com,22,2026-12-09,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
guaranteed.co.uk,nominet,generic-word,general,co.uk,10,2028-10,,,,,,,,,10000,min_offer,,,
guilhon.com,porkbun,names-places,personal,com,7,2027-08-14,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
guitalele.co.uk,nominet,music,instruments,co.uk,9,2028-11,,,,,,,,,,,,,
guitar-string.com,spaceship,music,instruments,com,13,2027-08-04,afternic,,,,,,,,,,,,
guldringar.com,porkbun,consumer-products,jewellery-watches,com,10,2027-09-27,afternic,,,,,,,,15000,min_offer,,,
guyropes.com,porkbun,sports-leisure,outdoors,com,8,2027-06-17,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
gym-bags.com,spaceship,sports-leisure,general,com,8,2027-08-04,afternic,,,,,,,,,,,,
gymproteins.com,dynadot,health-medical,supplements,com,11,2027-03-01,afternic,726,2026-09-02,direct,,,,,10000,min_offer,,,
gynasyke.com,dynadot,health-medical,general,com,8,2027-07-26,afternic,25,2026-09-02,direct,,,,,10000,min_offer,,,
hacks.co.uk,nominet,generic-word,general,co.uk,5,2028-03,,,,,,,,,50000,min_offer,,,
hair-supplies-online.com,porkbun,beauty-personal-care,hair,com,20,2027-08-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
hair-supplies.com,porkbun,beauty-personal-care,hair,com,13,2027-08-10,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
hairdriers.com,dynadot,beauty-personal-care,hair,com,10,2027-03-01,afternic,6319,2026-09-02,direct,,,,,,,,,
hairextension.uk,nominet,home-garden,kitchens-extensions,uk,13,2028-06,,,,,,,,,,,,,
hairsuppliesonline.com,porkbun,beauty-personal-care,hair,com,18,2027-08-10,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
halskettingen.com,porkbun,consumer-products,jewellery-watches,com,13,2027-08-05,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
handlinghazards.com,porkbun,industrial-equipment,safety,com,15,2026-11-26,afternic,,,,,,,,30000,min_offer,,,
handlinghazards.uk,nominet,industrial-equipment,safety,uk,15,2028-11,,,,,,,,,,,,,
handmade-furniture.com,spaceship,home-garden,furnishings,com,18,2026-12-06,atom,,,,,,,,,,,,
handtackers.uk,nominet,home-garden,tools-diy,uk,11,2028-09,,,,,,,,,10000,min_offer,,,
handwritingreader.com,porkbun,ai-tech,ai,com,17,2027-07-25,other,,,,,,,,,,,,
harnessing-ai.com,porkbun,ai-tech,ai,com,13,2027-08-07,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
hatcheries.co.uk,nominet,agriculture-farming,farming,co.uk,10,2028-06,,,,,,,,,,,,,
hcare.co.uk,nominet,health-medical,care,co.uk,5,2028-03,,,,,,,,,100000,min_offer,,,
hcare.uk,nominet,health-medical,care,uk,5,2028-09,,,,,,,,,10000,min_offer,,,
hdg8.com,porkbun,brandable-short,4-char,com,4,2027-01-07,afternic,,,,,,,,50000,min_offer,,,
headwalls.co.uk,nominet,industrial-equipment,materials,co.uk,9,2028-12,,,,,,,,,,,,,
health-monitors.com,porkbun,health-medical,general,com,15,2026-11-25,afternic,,,,,afternic,25000,2026-09-03,,buy_now,2000,,
healthcare.uk,nominet,health-medical,general,uk,10,2030-09,,,,,,,,,120000,min_offer,2000,,
healthcareaward.co.uk,nominet,health-medical,general,co.uk,15,2028-10,,,,,,,,,10000,min_offer,2000,,
healthcareaward.uk,nominet,health-medical,general,uk,15,2027-10,,,,,,,,,10000,min_offer,2000,,
healthcareawards.uk,nominet,health-medical,general,uk,16,2027-10,,,,,,,,,10000,min_offer,2000,,
healthcarecareers.uk,nominet,health-medical,general,uk,17,2028-11,,,,,,,,,,,2000,,
healthcarecover.uk,nominet,health-medical,general,uk,15,2028-09,,,,,,,,,10000,min_offer,2000,,
healthcaremail.co.uk,nominet,health-medical,general,co.uk,14,2028-11,,,,,,,,,,,2000,,
healthcaremail.uk,nominet,health-medical,general,uk,14,2028-11,,,,,,,,,,,2000,,
healthcareservice.uk,nominet,health-medical,general,uk,17,2028-09,,,,,,,,,,,2000,,
healthcareservices.org.uk,nominet,health-medical,general,org.uk,18,2028-09,,,,,,,,,,,2000,,
healthcaretechnology.uk,nominet,health-medical,general,uk,20,2028-12,,,,,,,,,,,2000,,
healthcheck.uk,nominet,health-medical,general,uk,11,2027-01,,,,,,,,,50000,min_offer,2000,,
healthcheckup.uk,nominet,health-medical,general,uk,13,2028-09,,,,,,,,,10000,min_offer,2000,,
healthcheckups.co.uk,nominet,health-medical,general,co.uk,14,2028-10,,,,,,,,,50000,min_offer,2000,,
healthcheckups.uk,nominet,health-medical,general,uk,14,2028-03,,,,,,,,,,,2000,,
healthclinics.uk,nominet,health-medical,general,uk,13,2027-01,,,,,,,,,10000,min_offer,2000,,
healthinsuranceconsultant.com,dynadot,financial,insurance,com,25,2026-10-20,afternic,900,2026-09-02,direct,,,,,,,2499,,
healthinsurancedeal.co.uk,nominet,financial,insurance,co.uk,19,2028-10,,,,,,,,,30000,min_offer,2499,,
healthinsurancedeal.uk,nominet,financial,insurance,uk,19,2028-10,,,,,,,,,10000,min_offer,2499,,
healthinsurancedeals.uk,nominet,financial,insurance,uk,20,2028-10,,,,,,,,,30000,min_offer,2499,,
healthinsuranceforstaff.uk,nominet,financial,insurance,uk,23,2028-11,,,,,,,,,,,2499,,
healthinsurancenews.uk,nominet,financial,insurance,uk,19,2027-10,,,,,,,,,,,2499,,
healthinsurancequotation.co.uk,nominet,financial,insurance,co.uk,24,2028-10,,,,,,,,,,,2499,,
healthinsurancequotation.uk,nominet,financial,insurance,uk,24,2027-10,,,,,,,,,,,2499,,
healthinsurancequote.uk,nominet,financial,insurance,uk,20,2028-10,,,,,,,,,50000,min_offer,2499,,
healthinsurancerate.co.uk,nominet,financial,insurance,co.uk,19,2028-10,,,,,,,,,30000,min_offer,2499,,
healthinsurancerate.uk,nominet,financial,insurance,uk,19,2028-10,,,,,,,,,30000,min_offer,2499,,
healthinsurancerates.co.uk,nominet,financial,insurance,co.uk,20,2028-10,,,,,,,,,30000,min_offer,2499,,
healthinsurancerates.uk,nominet,financial,insurance,uk,20,2028-10,,,,,,,,,10000,min_offer,2499,,
healthmail.uk,nominet,health-medical,general,uk,10,2028-11,,,,,,,,,30000,min_offer,2000,,
healthscare.co.uk,nominet,health-medical,general,co.uk,11,2027-10,,,,,,,,,10000,min_offer,2000,,
healthscare.uk,nominet,health-medical,general,uk,11,2028-10,,,,,,,,,20000,min_offer,2000,,
healthsystem.uk,nominet,health-medical,general,uk,12,2028-09,,,,,,,,,10000,min_offer,2000,,
healthtracker.uk,nominet,health-medical,general,uk,13,2027-10,,,,,,,,,,,2000,,
heartonline.co.uk,nominet,health-medical,general,co.uk,11,2027-01,,,,,,,,,10000,min_offer,,,
heartratesensor.com,dynadot,health-medical,equipment,com,15,2026-11-26,afternic,530,2026-09-02,direct,,afternic,25000,2026-09-03,,buy_now,,,
heat-presses.com,porkbun,home-garden,heating-plumbing,com,12,2028-01-27,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
